"Reporter","ReporterName","Partner","PartnerName","Year","TL","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate","TrfLineDescription","DutyTypeDescription","Duty Nature","AvMethod","Note"
"756","Switzerland","000"," World",2023,1012110,,0,2,,"120.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 1)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012190,,0,2,,"3834.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012911,,0,2,,"90.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012919,,0,2,,"1309.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012991,,0,2,,"120.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 1)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012995,,0,2,,"3834.00 Fr./ par pièce","- - - - -d'une hauteur au garrot excédant 1,48 m","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012996,,0,2,,"2250.00 Fr./ par pièce","- - - - -d'une hauteur au garrot excédant 1,35 m mais n'excédant pas 1,48 m","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1012997,,0,2,,"900.00 Fr./ par pièce","- - - - -d'une hauteur au garrot n'excédant pas 1,35 m","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1013011,,0,2,,"3.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 1)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1013019,,0,2,,"1281.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1013091,,0,2,,"3.00 Fr./ par pièce","- - -de boucherie; ânes sauvages","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1013095,,0,2,,"3.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 1)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1013096,,0,2,,"1281.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1019010,,0,2,,"3.00 Fr./ par pièce","- -de boucherie","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1019093,,0,2,,"3.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 1)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1019099,,0,2,,"1281.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022110,,0,2,,"60.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 2)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022191,,0,2,,"1500.00 Fr./ par pièce","- - - -de race brune, de race tachetée, de race Holstein","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022199,,0,2,,"1500.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022911,,0,2,,"95.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022919,,0,2,,"1275.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022991,,0,2,,"60.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 2)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1022999,,0,2,,"1275.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023110,,0,2,,"60.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 2)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023190,,0,2,,"1500.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023911,,0,2,,"95.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023919,,0,2,,"1275.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023991,,0,2,,"60.00 Fr./ par pièce","- - - -importés dans les limites du contingent tarifaire (c. n° 2)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1023999,,0,2,,"1275.00 Fr./ par pièce","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1029012,,0,2,,"95.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1029018,,0,2,,"1275.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1029092,,0,2,,"60.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 2)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1029098,,0,2,,"1275.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1031010,,0,2,,"10.00 Fr./ par pièce","- -importés dans les limites du contingent tarifaire (c. n° 3)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1031090,,0,2,,"1000.00 Fr./ par pièce","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039110,,0,2,,"33.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 3) (autres reproducteurs)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039120,,0,2,,"63.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 6) (animaux de boucherie)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039190,,0,2,,"1309.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039210,,0,2,,"10.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 3) (autres reproducteurs)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039220,,0,2,,"40.00 Fr./ par pièce","- - -importés dans les limites du contingent tarifaire (c. n° 6) (animaux de boucherie)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1039290,,0,2,,"1309.00 Fr./ par pièce","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1041010,,0,2,,"5.00 Fr./ par pièce","- -importés dans les limites du contingent tarifaire (c. n° 4) (reproducteurs)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1041020,,0,2,,"25.00 Fr./ par pièce","- -importés dans les limites du contingent tarifaire (c. n° 5) (animaux de boucherie)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1041090,,0,2,,"122.00 Fr./ par pièce","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1042010,,0,2,,"3.00 Fr./ par pièce","- -importés dans les limites du contingent tarifaire (c. n° 4) (reproducteurs)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1042020,,0,2,,"43.00 Fr./ par pièce","- -importés dans les limites du contingent tarifaire (c. n° 5) (animaux de boucherie)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1042090,,0,2,,"59.50 Fr./ par pièce","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1051100,,0,2,0,"","-- Volailles de l'espèce Gallus domesticus","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1051200,,0,2,0,"","-- Dindes et dindons","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1051300,,0,2,0,"","-- Canards","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1051400,,0,2,0,"","-- Oies","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1051500,,0,2,0,"","-- Pintades","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1059400,,0,2,,"8.00 Fr./ par 100 kg brut","-- Volailles de l'espèce Gallus domesticus","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1059900,,0,2,,"8.00 Fr./ par 100 kg brut","-- Autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1061100,,0,2,0,"","-- Primates","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1061200,,0,2,0,"","-- Baleines, dauphins et marsouins (mammifères de l'ordre Cetacea); lamantins et dugongs (mammifères de l'ordre Sirenia); otaries et phoques, lions de mer et morses (mammifères du sous-ordre Pinnipedia)","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1061300,,0,2,0,"","-- Chameaux et autres camélidés (Camelidae)","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1061400,,0,2,0,"","-- Lapins et lièvres","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1061900,,0,2,0,"","-- Autres","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1062000,,0,2,0,"","- Reptiles (y compris les serpents et les tortues de mer)","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1063100,,0,2,0,"","-- Oiseaux de proie","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1063200,,0,2,0,"","-- Psittaciformes (y compris les perroquets, perruches, aras et cacatoès)","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1063300,,0,2,,"8.00 Fr./ par 100 kg brut","-- Autruches; émeus (Dromaius novaehollandiae)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1063910,,0,2,,"8.00 Fr./ par 100 kg brut","- - -gibier à plume","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,1063990,,0,2,0,"","- - -autres","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1064100,,0,2,0,"","-- Abeilles","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1064900,,0,2,0,"","-- Autres","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,1069000,,0,2,0,"","- Autres","MFN applied duty rates","A",,
"756","Switzerland","000"," World",2023,2011011,,0,2,,"94.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2011019,,0,2,,"758.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2011091,,0,2,,"69.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2011099,,0,2,,"758.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2012011,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2012019,,0,2,,"1368.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2012091,,0,2,,"159.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2012099,,0,2,,"1368.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2013011,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2013019,,0,2,,"2212.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2013091,,0,2,,"159.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2013099,,0,2,,"2212.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2021011,,0,2,,"94.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2021019,,0,2,,"758.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2021091,,0,2,,"69.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2021099,,0,2,,"758.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2022011,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2022019,,0,2,,"1233.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2022091,,0,2,,"159.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2022099,,0,2,,"1233.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2023011,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2023019,,0,2,,"2057.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2023091,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2023099,,0,2,,"2057.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031110,,0,2,,"9.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031191,,0,2,,"43.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031199,,0,2,,"347.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031210,,0,2,,"7.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031291,,0,2,,"50.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031299,,0,2,,"508.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031910,,0,2,,"7.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031981,,0,2,,"50.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031991,,0,2,,"2304.00 Fr./ par 100 kg brut","- - - - -carrés et leurs parties","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2031999,,0,2,,"396.00 Fr./ par 100 kg brut","- - - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032110,,0,2,,"9.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032191,,0,2,,"43.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032199,,0,2,,"355.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032210,,0,2,,"7.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032291,,0,2,,"50.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032299,,0,2,,"474.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032910,,0,2,,"7.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032981,,0,2,,"50.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032991,,0,2,,"2304.00 Fr./ par 100 kg brut","- - - - -carrés et leurs parties","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2032999,,0,2,,"329.00 Fr./ par 100 kg brut","- - - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2041010,,0,2,,"30.00 Fr./ par 100 kg brut","- -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2041090,,0,2,,"838.00 Fr./ par 100 kg brut","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042110,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042190,,0,2,,"845.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042210,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042290,,0,2,,"753.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042310,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2042390,,0,2,,"760.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2043010,,0,2,,"30.00 Fr./ par 100 kg brut","- -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2043090,,0,2,,"749.00 Fr./ par 100 kg brut","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044110,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044190,,0,2,,"858.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044210,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044290,,0,2,,"809.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044310,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2044390,,0,2,,"760.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2045010,,0,2,,"49.00 Fr./ par 100 kg brut","- -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2045090,,0,2,,"700.00 Fr./ par 100 kg brut","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2050010,,0,2,,"20.00 Fr./ par 100 kg brut","-importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2050090,,0,2,,"1459.00 Fr./ par 100 kg brut","-autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061011,,0,2,,"79.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061019,,0,2,,"153.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061021,,0,2,,"153.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061029,,0,2,,"919.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061091,,0,2,,"109.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2061099,,0,2,,"919.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062110,,0,2,,"110.00 Fr./ par 100 kg brut","- - -importées dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062190,,0,2,,"153.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062210,,0,2,,"190.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062290,,0,2,,"919.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062910,,0,2,,"140.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2062990,,0,2,,"919.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2063010,,0,2,,"7.00 Fr./ par 100 kg brut","- -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2063091,,0,2,,"50.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2063099,,0,2,,"68.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064110,,0,2,,"49.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064191,,0,2,,"68.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064199,,0,2,,"68.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064910,,0,2,,"49.00 Fr./ par 100 kg brut","- - -de sangliers","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064991,,0,2,,"68.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2064999,,0,2,,"68.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2068010,,0,2,,"49.00 Fr./ par 100 kg brut","- -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2068090,,0,2,,"68.00 Fr./ par 100 kg brut","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2069010,,0,2,,"50.00 Fr./ par 100 kg brut","- -importés dans les limites du contingent tarifaire (c. n° 5)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2069090,,0,2,,"68.00 Fr./ par 100 kg brut","- -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071110,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071190,,0,2,,"312.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071210,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071290,,0,2,,"566.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071311,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071319,,0,2,,"1581.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071321,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071329,,0,2,,"2280.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071481,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071489,,0,2,,"1945.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071491,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2071499,,0,2,,"456.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072410,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072490,,0,2,,"422.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072510,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072590,,0,2,,"497.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072611,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072619,,0,2,,"1669.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072621,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072629,,0,2,,"647.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072781,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importées dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072789,,0,2,,"1880.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072791,,0,2,,"30.00 Fr./ par 100 kg brut","- - - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2072799,,0,2,,"358.00 Fr./ par 100 kg brut","- - - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2074110,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2074190,,0,2,,"559.00 Fr./ par 100 kg brut","- - -autres","MFN applied duty rates","S",,
"756","Switzerland","000"," World",2023,2074210,,0,2,,"30.00 Fr./ par 100 kg brut","- - -importés dans les limites du contingent tarifaire (c. n° 6)","MFN applied duty rates","S",,
